Rede,Nome Fantasia,Logradouro,Bairro,Cep,Ddd,Telefone,Uf,Municipio,DtAbertutra,codUnidade,Cnpj,Categoria,Classsificação,Fontes,Cnes,Latitude,Longitude,Email
Mmartan,Campina Grande,"Rua Irineu Joffily, 131",Centro,58400270,,(83) 981963506,PB,Campina Grande,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-7.221059,-35.884443,fr_campinagrande@mmartan.com.br
Mmartan,Palladium Shopping,"Avenida Presidente Kennedy 4121, 4121, LOJA 2008 ANDAR L2",Portão,80610905,,(41) 98722565,PR,Curitiba,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-25.477459,-49.291714,fr_spl@mmartan.com.br
Mmartan,Shopping Anália Franco,"Avenida Regente Feijó, 1739,  Lojas OQ 99/100, 2º Piso",Vila Regente Feijó,03342000,,(11) 946155520,SP,São Paulo,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-23.561861,-46.561654,fr_analiafranco@mmartan.com.br
Mmartan,Ponta Grossa,"Avenida Bonifácio Vilela, 294",Centro,84010330,,(42) 99661172,PR,Ponta Grossa,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-25.090254,-50.159572,fr_pontagrossa@mmartan.com.br
Mmartan,Iguatemi Ribeirão Preto,"Avenida Luiz Eduardo Toledo Prado, 900,  Loja 2020, Piso Superior",Vila do Golf,14027250,,(16) 39022190,SP,Ribeirão Preto,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-21.22596,-47.83362,fr_ribeiraopreto@mmartan.com.br
Mmartan,Center Shopping Uberlândia,"Avenida João Naves de Ávila, 1331,  Loja 1318, 1º Piso",Saraiva,38408100,,(34) 999673625,MG,Uberlândia,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-18.909707,-48.261391,fr_uberlandia@mmartan.com.br
Mmartan,Nações Shopping,"Avenida Jorge Elias de Lucca, 677,  Sala L 21, Térreo",Nossa Senhora da Salete,88813390,,(48) 988420089,SC,Criciúma,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-28.68713,-49.333695,fr_criciuma@mmartan.com.br
Mmartan,Iguatemi Florianópolis,"Avenida Madre Benvenuta, 687, Loja 334",Santa Mônica,88035000,,(48) 96313456,SC,Florianópolis,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-27.591231,-48.514791,fr_iguatemifloripa@mmartan.com.br
Mmartan,Rio Verde,"Rua Major Oscar Campos, 520",Setor Central,75901285,,(64) 999477748,GO,Rio Verde,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-17.797649,-50.930306,fr_rioverde@mmartan.com.br
Mmartan,Araguaina,"Rua José de Brito Soares, 744,  Sala 01",Setor Anhangüera,77818530,,(63) 992476280,TO,Araguaína,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-7.192992,-48.219324,fr_araguaina@mmartan.com.br
Mmartan,Pátio Batel,"Avenida do Batel, 1868, LOJA 319 ANDAR L-3",Batel,80420090,,(41) 997099935,PR,Curitiba,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-25.443041,-49.290821,fr_pbt@mmartan.com.br
Mmartan,Manauara Shopping,"Avenida Jornalista Umberto Calderaro Filho, 1300,  Loja 257, 2º Piso",Adrianópolis,69057015,,(92) 988551021,AM,Manaus,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-3.104008,-60.01158,fr_manauara@mmartan.com.br
Mmartan,Shopping Jardins Aracaju,"Avenida Ministro Geraldo Barreto Sobral, 215, LOJA E-40",Jardins,49026010,,(79) 98133911,SE,Aracaju,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-10.943267,-37.062012,fr_sja@mmartan.com.br
Mmartan,Barreiras,"Rua Capitão Manoel Miranda, 706, Loja 4",Renato Gonçalves,47806086,,(77) 998087626,BA,Barreiras,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-12.150988,-44.996183,fr_barreiras@mmartan.com.br
Mmartan,Salvador Shopping,"Avenida Tancredo Neves, 3133, Loja 1146, 1º Piso",Caminho das Árvores,41820021,,(71) 93780026,BA,Salvador,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-12.977564,-38.454886,fr_salvadorshop@mmartan.com.br
Mmartan,Montes Claros Shopping Center,"Avenida Donato Quintino, 90,  Loja E 134/135/136, 2º Piso",Cidade Nova,39400546,,(38) 988373695,MG,Montes Claros,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-16.741494,-43.869815,fr_montesclaros@mmartan.com.br
Mmartan,Farol Shopping,"Avenida Marcolino Martins Cabral, 2525,  Loja R2, Térreo",Aeroporto,88705003,,(11) 962398390,SC,Tubarão,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-28.475314,-48.995143,fr_tubarao@mmartan.com.br
Mmartan,Iguatemi Campinas,"Avenida Iguatemi 777, 777,  Loja 04, 2º Piso",Vila Brandina,13092902,,(19) 994717907,SP,Campinas,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-22.893274,-47.026961,fr_icampinas@mmartan.com.br
Mmartan,Iguatemi Caxias do Sul,"Rodovia RSC-453 2780 Quilômetro 3,5, 2780 - KM 3,5, Lojas 314/315 Q, 1º Piso",Cidade Nova,95110900,,(54) 996604642,RS,Caxias do Sul,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-29.176531,-51.219593,fr_caxiasdosul@mmartan.com.br
Mmartan,Ponteio Lar Shopping,"Rodovia BR-356 2500, 2500,  Loja 118/119, Térreo",Santa Lúcia,30320901,,(31) 987712097,MG,Belo Horizonte,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-19.963447,-43.940009,fr_ponteio@mmartan.com.br
Mmartan,Atibaia,"Rua Voluntários de 1932, 380,  Loja 05",Centro,12940740,,(11) 942770884,SP,Atibaia,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-23.12021,-46.555027,fr_atibaia@mmartan.com.br
Mmartan,Independência Shopping,"Avenida Presidente Itamar Franco, 3600, Loja 216",Cascatinha,36033318,,(32) 988466840,MG,Juiz de Fora,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-21.780947,-43.362572,fr_isn@mmartan.com.br
Mmartan,Center Vale Shopping,"Avenida Deputado Benedito Matarazzo 9403,  9403, Loja S207, 1º Piso",Jardim Paulista,12215900,,(12) 982321117,SP,São José dos Campos,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-23.200579,-45.88024,fr_centervale@mmartan.com.br
Mmartan,Passeio das Águas Shopping,"Avenida Perimetral Norte,  8303, Loja 31, Térreo",Fazenda Caveiras,74445360,,(62) 82171819,GO,Goiânia,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-16.62935,-49.27732,fr_passeiodasaguas@mmartan.com.br
Mmartan,Shopping São Caetano,"Alameda Terracota, 545, Loja Luc 1037",Cerâmica,09531190,,(11) 911414144,SP,São Caetano do Sul,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-23.626662,-46.582467,fr_pss@mmartan.com.br
Mmartan,Manaira Shopping,"Avenida Governador Flávio Ribeiro Coutinho, 220,  Loja S411, 1º Piso",Parque Verde,58102835,,(83) 981663506,PB,Cabedelo,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-7.098405,-34.845254,fr_joaopessoa@mmartan.com.br
Mmartan,Parque Dom Pedro Shopping,"Avenida Guilherme Campos 500, 500, LOJA L233 TERREOL233",Jardim Santa Genebra,13087901,,(19) 33657063,SP,Campinas,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-22.847602,-47.062119,parquedompedro@mmartan.com.br
Mmartan,Imperial Shopping,"Rodovia BR-010, 100, SALA E0218/E0219",Jardim São Luís,65913015,,(99) 988020168,MA,Imperatriz,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-5.529376,-47.470196,fr_isp@mmartan.com.br
Mmartan,Poços de Caldas,"Rua Barros Cobra, 16",Centro,37701018,,3537210002,MG,Poços de Caldas,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-21.789499,-46.566117,fr_pcaldas@mmartan.com.br
Mmartan,Dourados,"Avenida Weimar Gonçalves Torres, 2065, Sala 2",Centro,79800011,,(67) 98553362,MS,Dourados,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-22.226373,-54.810107,fr_dourados@mmartan.com.br
Mmartan,Shopping Pelotas,"Avenida Ferreira Viana, 1526,  Lojas 022/023, Térreo",Areal,96085000,,(53) 981132626,RS,Pelotas,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-31.761511,-52.318551,fr_pelotas@mmartan.com.br
Mmartan,Jardim dos Estados,"Rua Euclides da Cunha, 1103, Sala 01/02",Jardim dos Estados,79020230,,(67) 91133322,MS,Campo Grande,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-20.45581,-54.594391,fr_jardimdosestados@mmartan.com.br
Mmartan,Shopping Conjunto Nacional,"SDN Lote Único,  Conjunto A,  Loja T-56, Térreo",Asa Norte,70077900,,(61) 983800057,DF,Brasília,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-15.791787,-47.883745,fr_conjuntonacional@mmartan.com.br
Mmartan,Mogi Shopping,"Avenida Vereador Narciso Yague Guimarães, 1001, Lojas 232/233",Centro Cívico,08780000,,(11) 933174463,SP,Mogi das Cruzes,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-23.516306,-46.180701,fr_mogidascruzes@mmartan.com.br
Mmartan,Brasil Park Shopping Anapolis,"Avenida Brasil, 505,  Loja UC15, 2º Piso",Cidade Jardim,75080240,,(62) 83121918,GO,Anápolis,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-16.324271,-48.948215,fr_anapolis@mmartan.com.br
Mmartan,Shopping Tijuca,"Avenida Maracanã, 987,  Bloco 4, Lojas 40/41, Sub solo",Tijuca,20511000,,2125676652,RJ,Rio de Janeiro,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-22.921746,-43.235696,fr_tijuca@mmartan.com.br
Mmartan,Vitória da Conquista,"Avenida Olívia Flores, 686, A1",Candeias,45028610,,(77) 991029740,BA,Vitória da Conquista,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-14.863617,-40.827297,fr_vitoriaconquista@mmartan.com.br
Mmartan,Goiania Shopping,"Avenida T 10 1300, 1300,  ESC 174, 1º Piso",Setor Bueno,74223900,,(62) 83121900,GO,Goiânia,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-16.708182,-49.272093,fr_goiania@mmartan.com.br
Mmartan,Continente Park Shopping,"Rodovia BR-101,  KM 209 a 210 S/N,  Loja 73, 1º Piso",Picadas do Sul,88106101,,(49) 99003337,SC,São José,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-27.614284,-48.645814,fr_continentepark@mmartan.com.br
